treatment,game,round,time,id,side,valuation,bid,price,match_id,match_time,type,status
FullExtPos,5,4,4,198,Seller,83,185,,,,Manual,Expired
FullExtPos,5,4,4,197,Buyer,123,95,,,,Manual,Expired
FullExtPos,5,4,5,205,Buyer,98,75,,,,Manual,Replaced
FullExtPos,5,4,6,199,Buyer,113,40,,,,Manual,Expired
FullExtPos,5,4,7,201,Buyer,108,90,,,,Manual,Replaced
FullExtPos,5,4,8,194,Seller,68,112,,,,Manual,Replaced
FullExtPos,5,4,10,196,Seller,73,120,,,,Manual,Expired
FullExtPos,5,4,11,207,Buyer,93,93,,,,Manual,Replaced
FullExtPos,5,4,11,192,Seller,63,113,,,,Manual,Expired
FullExtPos,5,4,13,205,Buyer,98,85,,,,Manual,Replaced
FullExtPos,5,4,14,201,Buyer,108,97,,,,Manual,Expired
FullExtPos,5,4,15,193,Buyer,138,76,,,,Manual,Expired
FullExtPos,5,4,15,194,Seller,68,106,,,,Manual,Expired
FullExtPos,5,4,16,198,Seller,83,155,,,,Manual,Replaced
FullExtPos,5,4,16,203,Buyer,103,65,,,,Manual,Expired
FullExtPos,5,4,18,195,Buyer,133,100,100.0,198.0,21.0,Manual,Accepted
FullExtPos,5,4,19,207,Buyer,93,90,,,,Manual,Expired
FullExtPos,5,4,20,205,Buyer,98,95,,,,Manual,Expired
FullExtPos,5,4,21,197,Buyer,123,99,,,,Manual,Expired
FullExtPos,5,4,21,198,Seller,83,100,100.0,195.0,21.0,Auto,Accepted
FullExtPos,5,4,21,196,Seller,73,106,,,,Manual,Replaced
FullExtPos,5,4,21,206,Seller,108,130,,,,Manual,Expired
FullExtPos,5,4,22,192,Seller,63,108,,,,Manual,Replaced
FullExtPos,5,4,26,194,Seller,68,109,,,,Manual,Replaced
FullExtPos,5,4,28,201,Buyer,108,100,,,,Manual,Expired
FullExtPos,5,4,30,192,Seller,63,107,,,,Manual,Expired
FullExtPos,5,4,30,196,Seller,73,105,,,,Manual,Expired
FullExtPos,5,4,31,204,Seller,103,110,,,,Manual,Replaced
FullExtPos,5,4,32,202,Seller,98,110,,,,Manual,Replaced
FullExtPos,5,4,33,203,Buyer,103,55,,,,Manual,Expired
FullExtPos,5,4,33,199,Buyer,113,75,,,,Manual,Expired
FullExtPos,5,4,33,206,Seller,108,130,,,,Manual,Expired
FullExtPos,5,4,33,194,Seller,68,106,,,,Manual,Replaced
FullExtPos,5,4,36,197,Buyer,123,101,101.0,202.0,43.0,Manual,Accepted
FullExtPos,5,4,37,193,Buyer,138,101,,,,Manual,Expired
FullExtPos,5,4,38,204,Seller,103,103,103.0,201.0,40.0,Manual,Accepted
FullExtPos,5,4,38,194,Seller,68,105,,,,Manual,Expired
FullExtPos,5,4,39,202,Seller,98,110,,,,Manual,Replaced
FullExtPos,5,4,40,201,Buyer,108,103,103.0,204.0,40.0,Auto,Accepted
FullExtPos,5,4,40,205,Buyer,98,95,,,,Manual,Replaced
FullExtPos,5,4,43,202,Seller,98,101,101.0,197.0,43.0,Auto,Accepted
FullExtPos,5,4,47,196,Seller,73,104,,,,Manual,Expired
FullExtPos,5,4,47,192,Seller,63,106,,,,Manual,Expired
FullExtPos,5,4,48,205,Buyer,98,98,,,,Manual,Expired
FullExtPos,5,4,49,206,Seller,108,120,,,,Manual,Expired
FullExtPos,5,4,50,207,Buyer,93,93,,,,Manual,Expired
FullExtPos,5,4,51,203,Buyer,103,80,,,,Manual,Replaced
FullExtPos,5,4,51,199,Buyer,113,85,,,,Manual,Expired
FullExtPos,5,4,52,194,Seller,68,100,100.0,203.0,54.0,Manual,Accepted
FullExtPos,5,4,54,203,Buyer,103,100,100.0,194.0,54.0,Auto,Accepted
FullExtPos,5,4,61,192,Seller,63,105,,,,Manual,Replaced
FullExtPos,5,4,63,196,Seller,73,104,,,,Manual,Expired
FullExtPos,5,4,63,193,Buyer,138,99,,,,Manual,Expired
FullExtPos,5,4,64,192,Seller,63,108,,,,Manual,Replaced
FullExtPos,5,4,66,205,Buyer,98,98,,,,Manual,Expired
FullExtPos,5,4,68,206,Seller,108,120,,,,Manual,Expired
FullExtPos,5,4,68,199,Buyer,113,85,,,,Manual,Expired
FullExtPos,5,4,69,192,Seller,63,109,,,,Manual,Replaced
FullExtPos,5,4,72,192,Seller,63,114,,,,Manual,Replaced
FullExtPos,5,4,76,192,Seller,63,120,,,,Manual,Replaced
FullExtPos,5,4,79,196,Seller,73,103,,,,Manual,Expired
FullExtPos,5,4,80,205,Buyer,98,98,,,,Manual,Expired
FullExtPos,5,4,81,193,Buyer,138,102,102.0,196.0,90.0,Manual,Accepted
FullExtPos,5,4,81,192,Seller,63,111,,,,Manual,Replaced
FullExtPos,5,4,82,206,Seller,108,120,,,,Manual,Expired
FullExtPos,5,4,82,199,Buyer,113,90,,,,Manual,Expired
FullExtPos,5,4,89,192,Seller,63,107,,,,Manual,Replaced
FullExtPos,5,4,90,196,Seller,73,102,102.0,193.0,90.0,Auto,Accepted
FullExtPos,5,4,94,206,Seller,108,120,,,,Manual,Expired
FullExtPos,5,4,95,205,Buyer,98,95,,,,Manual,Expired
FullExtPos,5,4,96,192,Seller,63,103,,,,Manual,Replaced
FullExtPos,5,4,97,199,Buyer,113,95,,,,Manual,Replaced
FullExtPos,5,4,100,192,Seller,63,102,,,,Manual,Replaced
FullExtPos,5,4,102,192,Seller,63,100,,,,Manual,Replaced
FullExtPos,5,4,106,192,Seller,63,101,101.0,199.0,106.0,Manual,Accepted
FullExtPos,5,4,106,199,Buyer,113,101,101.0,192.0,106.0,Auto,Accepted
FullExtPos,5,4,111,206,Seller,108,120,,,,Manual,Expired
FullExtPos,5,4,112,207,Buyer,93,93,,,,Manual,Expired
FullExtPos,5,4,112,205,Buyer,98,95,,,,Manual,Expired
FullExtPos,5,4,128,205,Buyer,98,95,,,,Manual,Expired
FullExtPos,5,5,2,206,Seller,108,125,,,,Manual,Expired
FullExtPos,5,5,3,202,Seller,98,105,,,,Manual,Expired
FullExtPos,5,5,4,198,Seller,83,155,,,,Manual,Replaced
FullExtPos,5,5,4,197,Buyer,123,99,,,,Manual,Expired
FullExtPos,5,5,4,204,Seller,103,110,,,,Manual,Replaced
FullExtPos,5,5,6,205,Buyer,98,95,,,,Manual,Expired
FullExtPos,5,5,7,194,Seller,68,110,,,,Manual,Replaced
FullExtPos,5,5,7,195,Buyer,133,99,,,,Manual,Expired
FullExtPos,5,5,8,201,Buyer,108,100,100.0,198.0,16.0,Manual,Accepted
FullExtPos,5,5,8,199,Buyer,113,90,,,,Manual,Expired
FullExtPos,5,5,10,194,Seller,68,109,,,,Manual,Replaced
FullExtPos,5,5,12,192,Seller,63,108,,,,Manual,Expired
FullExtPos,5,5,13,204,Seller,103,109,,,,Manual,Expired
FullExtPos,5,5,13,202,Seller,98,105,,,,Manual,Replaced
FullExtPos,5,5,14,198,Seller,83,132,,,,Manual,Replaced
FullExtPos,5,5,16,194,Seller,68,107,,,,Manual,Expired
FullExtPos,5,5,16,198,Seller,83,100,100.0,201.0,16.0,Auto,Accepted
FullExtPos,5,5,17,206,Seller,108,125,,,,Manual,Replaced
FullExtPos,5,5,20,195,Buyer,133,99,,,,Manual,Expired
FullExtPos,5,5,20,197,Buyer,123,101,,,,Manual,Expired
FullExtPos,5,5,21,202,Seller,98,105,,,,Manual,Expired
FullExtPos,5,5,22,192,Seller,63,106,,,,Manual,Replaced
FullExtPos,5,5,23,204,Seller,103,110,,,,Manual,Replaced
FullExtPos,5,5,24,193,Buyer,138,102,,,,Manual,Expired
FullExtPos,5,5,25,199,Buyer,113,95,,,,Manual,Expired
FullExtPos,5,5,26,194,Seller,68,105,,,,Manual,Replaced
FullExtPos,5,5,26,206,Seller,108,125,,,,Manual,Expired
FullExtPos,5,5,27,203,Buyer,103,101,101.0,202.0,37.0,Manual,Accepted
FullExtPos,5,5,30,192,Seller,63,104,,,,Manual,Expired
FullExtPos,5,5,32,204,Seller,103,105,,,,Manual,Expired
FullExtPos,5,5,33,197,Buyer,123,103,103.0,194.0,34.0,Manual,Accepted
FullExtPos,5,5,34,194,Seller,68,103,103.0,197.0,34.0,Manual,Replaced
FullExtPos,5,5,37,202,Seller,98,101,101.0,203.0,37.0,Auto,Accepted
FullExtPos,5,5,40,206,Seller,108,125,,,,Manual,Expired
FullExtPos,5,5,42,199,Buyer,113,95,,,,Manual,Expired
FullExtPos,5,5,43,204,Seller,103,105,,,,Manual,Replaced
FullExtPos,5,5,44,195,Buyer,133,99,,,,Manual,Expired
FullExtPos,5,5,44,192,Seller,63,108,,,,Manual,Replaced
FullExtPos,5,5,45,193,Buyer,138,99,,,,Manual,Replaced
FullExtPos,5,5,45,204,Seller,103,104,,,,Manual,Expired
FullExtPos,5,5,48,205,Buyer,98,95,,,,Manual,Expired
FullExtPos,5,5,50,196,Seller,73,103,,,,Manual,Expired
FullExtPos,5,5,50,192,Seller,63,109,,,,Manual,Replaced
FullExtPos,5,5,54,193,Buyer,138,101,,,,Manual,Expired
FullExtPos,5,5,55,192,Seller,63,106,,,,Manual,Replaced
FullExtPos,5,5,58,192,Seller,63,104,,,,Manual,Replaced
FullExtPos,5,5,60,196,Seller,73,102,,,,Manual,Expired
FullExtPos,5,5,60,206,Seller,108,125,,,,Manual,Expired
FullExtPos,5,5,61,192,Seller,63,103,,,,Manual,Replaced
FullExtPos,5,5,63,199,Buyer,113,90,,,,Manual,Expired
FullExtPos,5,5,64,192,Seller,63,100,100.0,195.0,66.0,Manual,Accepted
FullExtPos,5,5,66,195,Buyer,133,100,100.0,192.0,66.0,Manual,Replaced
FullExtPos,5,5,72,196,Seller,73,102,,,,Manual,Expired
FullExtPos,5,5,72,204,Seller,103,105,,,,Manual,Expired
FullExtPos,5,5,74,205,Buyer,98,97,,,,Manual,Expired
FullExtPos,5,5,75,193,Buyer,138,101,101.0,196.0,85.0,Manual,Accepted
FullExtPos,5,5,76,206,Seller,108,125,,,,Manual,Expired
FullExtPos,5,5,77,199,Buyer,113,90,,,,Manual,Expired
FullExtPos,5,5,77,207,Buyer,93,93,,,,Manual,Expired
FullExtPos,5,5,85,196,Seller,73,101,101.0,193.0,85.0,Auto,Accepted
FullExtPos,5,5,88,204,Seller,103,110,,,,Manual,Expired
FullExtPos,5,5,89,199,Buyer,113,90,,,,Manual,Expired
FullExtPos,5,5,97,206,Seller,108,125,,,,Manual,Expired
FullExtPos,5,5,101,199,Buyer,113,90,,,,Manual,Expired
FullExtPos,5,5,101,204,Seller,103,110,,,,Manual,Expired
FullExtPos,5,5,113,199,Buyer,113,95,,,,Manual,Expired
FullExtPos,5,5,115,206,Seller,108,125,,,,Manual,Expired
FullExtPos,5,5,116,204,Seller,103,105,,,,Manual,Replaced
FullExtPos,5,5,117,205,Buyer,98,93,,,,Manual,Expired
FullExtPos,5,5,120,204,Seller,103,104,,,,Manual,Expired
FullExtPos,5,5,128,199,Buyer,113,100,,,,Manual,Expired
FullExtPos,5,6,3,198,Seller,83,122,,,,Manual,Expired
FullExtPos,5,6,3,197,Buyer,123,99,,,,Manual,Expired
FullExtPos,5,6,4,206,Seller,108,111,,,,Manual,Expired
FullExtPos,5,6,6,204,Seller,103,110,,,,Manual,Expired
FullExtPos,5,6,7,194,Seller,68,105,,,,Manual,Replaced
FullExtPos,5,6,7,201,Buyer,108,85,,,,Manual,Replaced
FullExtPos,5,6,9,199,Buyer,113,45,,,,Manual,Replaced
FullExtPos,5,6,10,194,Seller,68,106,,,,Manual,Expired
FullExtPos,5,6,11,195,Buyer,133,100,,,,Manual,Expired
FullExtPos,5,6,13,193,Buyer,138,99,,,,Manual,Expired
FullExtPos,5,6,14,192,Seller,63,108,,,,Manual,Replaced
FullExtPos,5,6,14,199,Buyer,113,90,,,,Manual,Expired
FullExtPos,5,6,14,205,Buyer,98,97,,,,Manual,Expired
FullExtPos,5,6,15,207,Buyer,93,93,,,,Manual,Expired
FullExtPos,5,6,15,198,Seller,83,115,,,,Manual,Replaced
FullExtPos,5,6,16,202,Seller,98,105,,,,Manual,Expired
FullExtPos,5,6,16,201,Buyer,108,95,,,,Manual,Replaced
FullExtPos,5,6,17,192,Seller,63,109,,,,Manual,Replaced
FullExtPos,5,6,18,197,Buyer,123,102,102.0,198.0,21.0,Manual,Accepted
FullExtPos,5,6,19,206,Seller,108,111,,,,Manual,Expired
FullExtPos,5,6,20,194,Seller,68,110,,,,Manual,Expired
FullExtPos,5,6,21,198,Seller,83,102,102.0,197.0,21.0,Auto,Accepted
FullExtPos,5,6,24,204,Seller,103,105,,,,Manual,Expired
FullExtPos,5,6,25,201,Buyer,108,101,,,,Manual,Replaced
FullExtPos,5,6,27,192,Seller,63,103,,,,Manual,Replaced
FullExtPos,5,6,27,202,Seller,98,105,,,,Manual,Replaced
FullExtPos,5,6,29,199,Buyer,113,97,,,,Manual,Expired
FullExtPos,5,6,30,194,Seller,68,104,,,,Manual,Replaced
FullExtPos,5,6,32,195,Buyer,133,100,100.0,194.0,37.0,Manual,Accepted
FullExtPos,5,6,33,205,Buyer,98,98,,,,Manual,Expired
FullExtPos,5,6,33,206,Seller,108,111,,,,Manual,Expired
FullExtPos,5,6,33,192,Seller,63,107,,,,Manual,Replaced
FullExtPos,5,6,34,201,Buyer,108,100,,,,Manual,Expired
FullExtPos,5,6,35,202,Seller,98,105,,,,Manual,Replaced
FullExtPos,5,6,37,194,Seller,68,100,100.0,195.0,37.0,Manual,Replaced
FullExtPos,5,6,41,204,Seller,103,104,,,,Manual,Expired
FullExtPos,5,6,43,192,Seller,63,106,,,,Manual,Replaced
FullExtPos,5,6,44,202,Seller,98,105,,,,Manual,Expired
FullExtPos,5,6,45,199,Buyer,113,97,,,,Manual,Expired
FullExtPos,5,6,46,192,Seller,63,102,102.0,201.0,51.0,Manual,Accepted
FullExtPos,5,6,49,201,Buyer,108,100,,,,Manual,Replaced
FullExtPos,5,6,49,193,Buyer,138,101,,,,Manual,Expired
FullExtPos,5,6,50,207,Buyer,93,93,,,,Manual,Expired
FullExtPos,5,6,51,201,Buyer,108,102,102.0,192.0,51.0,Manual,Replaced
FullExtPos,5,6,55,206,Seller,108,111,,,,Manual,Expired
FullExtPos,5,6,57,199,Buyer,113,98,,,,Manual,Expired
FullExtPos,5,6,58,204,Seller,103,105,,,,Manual,Expired
FullExtPos,5,6,61,202,Seller,98,105,,,,Manual,Expired
FullExtPos,5,6,69,199,Buyer,113,97,,,,Manual,Expired
FullExtPos,5,6,74,206,Seller,108,110,,,,Manual,Expired
FullExtPos,5,6,75,202,Seller,98,105,,,,Manual,Expired
FullExtPos,5,6,78,204,Seller,103,104,,,,Manual,Expired
FullExtPos,5,6,81,199,Buyer,113,90,,,,Manual,Expired
FullExtPos,5,6,87,202,Seller,98,105,,,,Manual,Expired
FullExtPos,5,6,89,205,Buyer,98,98,,,,Manual,Expired
FullExtPos,5,6,94,193,Buyer,138,99,,,,Manual,Expired
FullExtPos,5,6,94,199,Buyer,113,89,,,,Manual,Replaced
FullExtPos,5,6,98,204,Seller,103,104,,,,Manual,Expired
FullExtPos,5,6,98,206,Seller,108,111,,,,Manual,Expired
FullExtPos,5,6,100,199,Buyer,113,100,100.0,202.0,108.0,Manual,Accepted
FullExtPos,5,6,102,202,Seller,98,105,,,,Manual,Replaced
FullExtPos,5,6,108,202,Seller,98,100,100.0,199.0,108.0,Auto,Accepted
FullExtPos,5,6,114,204,Seller,103,104,,,,Manual,Replaced
FullExtPos,5,6,122,204,Seller,103,103,,,,Manual,Expired
FullExtPos,5,7,3,198,Seller,83,115,,,,Manual,Expired
FullExtPos,5,7,4,197,Buyer,123,99,,,,Manual,Expired
FullExtPos,5,7,5,199,Buyer,113,90,,,,Manual,Expired
FullExtPos,5,7,5,201,Buyer,108,90,,,,Manual,Replaced
FullExtPos,5,7,6,204,Seller,103,300,,,,Manual,Replaced
FullExtPos,5,7,8,193,Buyer,138,99,,,,Manual,Replaced
FullExtPos,5,7,9,194,Seller,68,110,,,,Manual,Replaced
FullExtPos,5,7,10,202,Seller,98,105,,,,Manual,Expired
FullExtPos,5,7,12,194,Seller,68,106,,,,Manual,Replaced
FullExtPos,5,7,13,201,Buyer,108,100,,,,Manual,Replaced
FullExtPos,5,7,14,204,Seller,103,200,,,,Manual,Replaced
FullExtPos,5,7,14,195,Buyer,133,100,,,,Manual,Expired
FullExtPos,5,7,15,193,Buyer,138,101,101.0,198.0,17.0,Manual,Accepted
FullExtPos,5,7,15,194,Seller,68,103,,,,Manual,Expired
FullExtPos,5,7,16,198,Seller,83,110,,,,Manual,Replaced
FullExtPos,5,7,17,198,Seller,83,101,101.0,193.0,17.0,Auto,Accepted
FullExtPos,5,7,20,197,Buyer,123,101,,,,Manual,Replaced
FullExtPos,5,7,21,206,Seller,108,110,,,,Manual,Expired
FullExtPos,5,7,22,204,Seller,103,105,,,,Manual,Replaced
FullExtPos,5,7,22,201,Buyer,108,102,102.0,202.0,24.0,Manual,Accepted
FullExtPos,5,7,23,203,Buyer,103,65,,,,Manual,Expired
FullExtPos,5,7,24,202,Seller,98,102,102.0,201.0,24.0,Auto,Accepted
FullExtPos,5,7,24,199,Buyer,113,97,,,,Manual,Replaced
FullExtPos,5,7,24,205,Buyer,98,97,,,,Manual,Replaced
FullExtPos,5,7,25,192,Seller,63,102,102.0,197.0,29.0,Manual,Accepted
FullExtPos,5,7,29,197,Buyer,123,102,102.0,192.0,29.0,Auto,Accepted
FullExtPos,5,7,29,204,Seller,103,104,,,,Manual,Expired
FullExtPos,5,7,32,194,Seller,68,103,,,,Manual,Replaced
FullExtPos,5,7,33,199,Buyer,113,70,,,,Manual,Expired
FullExtPos,5,7,34,206,Seller,108,110,,,,Manual,Expired
FullExtPos,5,7,34,205,Buyer,98,97,,,,Manual,Expired
FullExtPos,5,7,35,194,Seller,68,104,,,,Manual,Replaced
FullExtPos,5,7,36,195,Buyer,133,100,,,,Manual,Expired
FullExtPos,5,7,38,203,Buyer,103,70,,,,Manual,Replaced
FullExtPos,5,7,38,196,Seller,73,102,102.0,203.0,40.0,Manual,Accepted
FullExtPos,5,7,38,194,Seller,68,105,,,,Manual,Replaced
FullExtPos,5,7,40,203,Buyer,103,102,102.0,196.0,40.0,Auto,Accepted
FullExtPos,5,7,43,194,Seller,68,106,,,,Manual,Replaced
FullExtPos,5,7,45,204,Seller,103,105,,,,Manual,Expired
FullExtPos,5,7,45,206,Seller,108,110,,,,Manual,Expired
FullExtPos,5,7,46,194,Seller,68,102,,,,Manual,Replaced
FullExtPos,5,7,47,199,Buyer,113,80,,,,Manual,Expired
FullExtPos,5,7,51,194,Seller,68,101,,,,Manual,Replaced
FullExtPos,5,7,53,205,Buyer,98,98,,,,Manual,Expired
FullExtPos,5,7,54,195,Buyer,133,100,100.0,194.0,55.0,Manual,Accepted
FullExtPos,5,7,55,194,Seller,68,100,100.0,195.0,55.0,Manual,Replaced
FullExtPos,5,7,58,199,Buyer,113,85,,,,Manual,Expired
FullExtPos,5,7,59,204,Seller,103,104,,,,Manual,Expired
FullExtPos,5,7,60,206,Seller,108,110,,,,Manual,Expired
FullExtPos,5,7,70,204,Seller,103,104,,,,Manual,Expired
FullExtPos,5,7,71,206,Seller,108,110,,,,Manual,Replaced
FullExtPos,5,7,71,199,Buyer,113,90,,,,Manual,Expired
FullExtPos,5,7,78,206,Seller,108,110,,,,Manual,Expired
FullExtPos,5,7,82,204,Seller,103,105,,,,Manual,Replaced
FullExtPos,5,7,83,199,Buyer,113,95,,,,Manual,Replaced
FullExtPos,5,7,88,204,Seller,103,104,,,,Manual,Replaced
FullExtPos,5,7,88,205,Buyer,98,95,,,,Manual,Expired
FullExtPos,5,7,89,199,Buyer,113,93,,,,Manual,Expired
FullExtPos,5,7,92,206,Seller,108,110,,,,Manual,Expired
FullExtPos,5,7,97,204,Seller,103,110,,,,Manual,Replaced
FullExtPos,5,7,100,199,Buyer,113,91,,,,Manual,Replaced
FullExtPos,5,7,103,205,Buyer,98,97,,,,Manual,Expired
FullExtPos,5,7,103,204,Seller,103,105,,,,Manual,Expired
FullExtPos,5,7,105,206,Seller,108,110,,,,Manual,Expired
FullExtPos,5,7,107,199,Buyer,113,99,,,,Manual,Replaced
FullExtPos,5,7,116,199,Buyer,113,100,,,,Manual,Expired
FullExtPos,5,7,117,204,Seller,103,105,,,,Manual,Replaced
FullExtPos,5,7,121,205,Buyer,98,95,,,,Manual,Expired
FullExtPos,5,7,125,204,Seller,103,104,104.0,199.0,129.0,Manual,Accepted
FullExtPos,5,7,126,206,Seller,108,110,,,,Manual,Expired
FullExtPos,5,7,129,199,Buyer,113,104,104.0,204.0,129.0,Auto,Accepted
FullExtPos,5,8,3,197,Buyer,123,101,101.0,198.0,7.0,Manual,Accepted
FullExtPos,5,8,3,204,Seller,103,105,,,,Manual,Expired
FullExtPos,5,8,4,198,Seller,83,112,,,,Manual,Replaced
FullExtPos,5,8,6,206,Seller,108,110,,,,Manual,Expired
FullExtPos,5,8,7,201,Buyer,108,95,,,,Manual,Replaced
FullExtPos,5,8,7,198,Seller,83,101,101.0,197.0,7.0,Auto,Accepted
FullExtPos,5,8,7,205,Buyer,98,95,,,,Manual,Expired
FullExtPos,5,8,13,201,Buyer,108,100,,,,Manual,Expired
FullExtPos,5,8,13,204,Seller,103,105,,,,Manual,Replaced
FullExtPos,5,8,15,192,Seller,63,102,102.0,193.0,15.0,Manual,Accepted
FullExtPos,5,8,15,193,Buyer,138,102,102.0,192.0,15.0,Manual,Replaced
FullExtPos,5,8,19,199,Buyer,113,90,,,,Manual,Expired
FullExtPos,5,8,20,204,Seller,103,105,,,,Manual,Replaced
FullExtPos,5,8,22,206,Seller,108,110,,,,Manual,Expired
FullExtPos,5,8,23,194,Seller,68,103,103.0,203.0,24.0,Manual,Accepted
FullExtPos,5,8,24,203,Buyer,103,103,103.0,194.0,24.0,Manual,Replaced
FullExtPos,5,8,27,195,Buyer,133,100,,,,Manual,Expired
FullExtPos,5,8,28,204,Seller,103,105,,,,Manual,Replaced
FullExtPos,5,8,31,199,Buyer,113,99,,,,Manual,Expired
FullExtPos,5,8,31,201,Buyer,108,101,,,,Manual,Expired
FullExtPos,5,8,31,202,Seller,98,103,,,,Manual,Expired
FullExtPos,5,8,34,204,Seller,103,105,,,,Manual,Expired
FullExtPos,5,8,35,206,Seller,108,110,,,,Manual,Expired
FullExtPos,5,8,40,195,Buyer,133,102,102.0,202.0,41.0,Manual,Accepted
FullExtPos,5,8,41,202,Seller,98,102,102.0,195.0,41.0,Auto,Accepted
FullExtPos,5,8,45,199,Buyer,113,82,,,,Manual,Expired
FullExtPos,5,8,46,204,Seller,103,105,,,,Manual,Replaced
FullExtPos,5,8,46,201,Buyer,108,101,,,,Manual,Expired
FullExtPos,5,8,46,205,Buyer,98,97,,,,Manual,Expired
FullExtPos,5,8,48,204,Seller,103,106,,,,Manual,Replaced
FullExtPos,5,8,51,206,Seller,108,110,,,,Manual,Expired
FullExtPos,5,8,52,204,Seller,103,106,,,,Manual,Replaced
FullExtPos,5,8,58,204,Seller,103,105,,,,Manual,Replaced
FullExtPos,5,8,60,201,Buyer,108,101,,,,Manual,Expired
FullExtPos,5,8,62,199,Buyer,113,73,,,,Manual,Expired
FullExtPos,5,8,63,207,Buyer,93,90,,,,Manual,Replaced
FullExtPos,5,8,63,205,Buyer,98,97,,,,Manual,Expired
FullExtPos,5,8,66,204,Seller,103,106,,,,Manual,Replaced
FullExtPos,5,8,66,206,Seller,108,110,,,,Manual,Expired
FullExtPos,5,8,69,204,Seller,103,105,,,,Manual,Replaced
FullExtPos,5,8,70,207,Buyer,93,80,,,,Manual,Replaced
FullExtPos,5,8,72,201,Buyer,108,102,,,,Manual,Expired
FullExtPos,5,8,73,199,Buyer,113,99,,,,Manual,Expired
FullExtPos,5,8,75,207,Buyer,93,90,,,,Manual,Replaced
FullExtPos,5,8,76,204,Seller,103,106,,,,Manual,Replaced
FullExtPos,5,8,79,206,Seller,108,110,,,,Manual,Expired
FullExtPos,5,8,80,207,Buyer,93,93,,,,Manual,Expired
FullExtPos,5,8,82,205,Buyer,98,95,,,,Manual,Expired
FullExtPos,5,8,82,204,Seller,103,105,,,,Manual,Replaced
FullExtPos,5,8,84,201,Buyer,108,102,,,,Manual,Expired
FullExtPos,5,8,89,204,Seller,103,105,,,,Manual,Replaced
FullExtPos,5,8,90,199,Buyer,113,88,,,,Manual,Replaced
FullExtPos,5,8,94,206,Seller,108,110,,,,Manual,Expired
FullExtPos,5,8,95,199,Buyer,113,99,,,,Manual,Expired
FullExtPos,5,8,96,201,Buyer,108,101,,,,Manual,Expired
FullExtPos,5,8,96,204,Seller,103,106,,,,Manual,Replaced
FullExtPos,5,8,100,204,Seller,103,105,,,,Manual,Replaced
FullExtPos,5,8,105,196,Seller,73,102,102.0,201.0,106.0,Manual,Accepted
FullExtPos,5,8,105,204,Seller,103,104,,,,Manual,Replaced
FullExtPos,5,8,106,201,Buyer,108,102,102.0,196.0,106.0,Manual,Replaced
FullExtPos,5,8,109,199,Buyer,113,100,,,,Manual,Replaced
FullExtPos,5,8,110,206,Seller,108,110,,,,Manual,Replaced
FullExtPos,5,8,111,204,Seller,103,105,105.0,199.0,114.0,Manual,Accepted
FullExtPos,5,8,112,205,Buyer,98,95,,,,Manual,Expired
FullExtPos,5,8,114,199,Buyer,113,105,105.0,204.0,114.0,Auto,Accepted
FullExtPos,5,8,118,206,Seller,108,110,,,,Manual,Expired
FullExtPos,5,8,129,206,Seller,108,110,,,,Manual,Expired
FullExtPos,5,9,3,197,Buyer,123,101,,,,Manual,Expired
FullExtPos,5,9,4,206,Seller,108,115,,,,Manual,Replaced
FullExtPos,5,9,4,198,Seller,83,110,,,,Manual,Expired
FullExtPos,5,9,4,205,Buyer,98,94,,,,Manual,Expired
FullExtPos,5,9,4,201,Buyer,108,89,,,,Manual,Expired
FullExtPos,5,9,5,194,Seller,68,103,103.0,199.0,9.0,Manual,Accepted
FullExtPos,5,9,6,204,Seller,103,107,,,,Manual,Replaced
FullExtPos,5,9,8,195,Buyer,133,100,,,,Manual,Expired
FullExtPos,5,9,9,199,Buyer,113,103,103.0,194.0,9.0,Auto,Accepted
FullExtPos,5,9,13,206,Seller,108,111,,,,Manual,Expired
FullExtPos,5,9,13,193,Buyer,138,101,101.0,198.0,21.0,Manual,Accepted
FullExtPos,5,9,14,204,Seller,103,107,,,,Manual,Replaced
FullExtPos,5,9,14,201,Buyer,108,101,,,,Manual,Replaced
FullExtPos,5,9,17,198,Seller,83,105,,,,Manual,Replaced
FullExtPos,5,9,19,197,Buyer,123,102,102.0,192.0,21.0,Manual,Accepted
FullExtPos,5,9,19,201,Buyer,108,99,,,,Manual,Replaced
FullExtPos,5,9,19,204,Seller,103,107,,,,Manual,Expired
FullExtPos,5,9,20,205,Buyer,98,96,,,,Manual,Expired
FullExtPos,5,9,20,192,Seller,63,102,102.0,197.0,21.0,Manual,Replaced
FullExtPos,5,9,21,198,Seller,83,101,101.0,193.0,21.0,Auto,Accepted
FullExtPos,5,9,25,201,Buyer,108,101,,,,Manual,Expired
FullExtPos,5,9,25,206,Seller,108,111,,,,Manual,Expired
FullExtPos,5,9,29,203,Buyer,103,90,,,,Manual,Expired
FullExtPos,5,9,30,204,Seller,103,107,,,,Manual,Replaced
FullExtPos,5,9,30,202,Seller,98,105,,,,Manual,Expired
FullExtPos,5,9,33,195,Buyer,133,100,,,,Manual,Expired
FullExtPos,5,9,34,205,Buyer,98,96,,,,Manual,Expired
FullExtPos,5,9,36,201,Buyer,108,101,,,,Manual,Expired
FullExtPos,5,9,38,206,Seller,108,110,,,,Manual,Expired
FullExtPos,5,9,38,204,Seller,103,117,,,,Manual,Replaced
FullExtPos,5,9,41,204,Seller,103,107,,,,Manual,Expired
